model,strategy,target,seed,rmse,r2,mae
qwen25_1p5b,base,TAtracado,9001,217.73045036144043,-28.328735120941,64.20756814144612
qwen25_1p5b,base,TAtracado,10240,217.73045036144043,-28.328735120941,64.20756814144612
qwen25_1p5b,base,TAtracado,11111,217.73045036144043,-28.328735120941,64.20756814144612
qwen25_1p5b,base,TAtracado,12345,217.73045036144043,-28.328735120941,64.20756814144612
qwen25_1p5b,base,TAtracado,13579,217.73045036144043,-28.328735120941,64.20756814144612
qwen25_1p5b,base,TAtracado,14641,217.73045036144043,-28.328735120941,64.20756814144612
qwen25_1p5b,base,TAtracado,15360,217.73045036144043,-28.328735120941,64.20756814144612
qwen25_1p5b,base,TAtracado,16384,217.73045036144043,-28.328735120941,64.20756814144612
qwen25_1p5b,ft_100,TOperacao,42,41.50603838816045,-0.2998420421912089,23.027416744709015
qwen25_1p5b,ft_100,TOperacao,137,40.102853014549886,-0.2134406897980392,19.694583435058593
qwen25_1p5b,ft_100,TOperacao,256,33.52731712153797,0.15186376606630891,15.835583397150039
qwen25_1p5b,ft_100,TOperacao,512,34.980859521128,0.07672948652584244,15.895583384275435
qwen25_1p5b,ft_100,TOperacao,1024,43.3164015684076,-0.41570496555784153,22.08308333015442
qwen25_1p5b,ft_100,TOperacao,2048,39.74039102066867,-0.1916049122094443,16.59508337903023
qwen25_1p5b,ft_100,TOperacao,3141,40.243910845085125,-0.2219920185364097,17.41558337187767
qwen25_1p5b,ft_100,TOperacao,4096,36.98368550517189,-0.032020650816728446,15.29491670155525
qwen25_1p5b,ft_100,TOperacao,5000,41.36244027668039,-0.29086349422353375,19.775583422660826
qwen25_1p5b,ft_100,TOperacao,6273,39.79724859079363,-0.19501706922065964,18.44375007176399
qwen25_1p5b,ft_100,TOperacao,7777,39.948208990889015,-0.20410023008030898,18.768616733026505
qwen25_1p5b,ft_100,TOperacao,8192,40.30298136893063,-0.22558196211970438,17.74591669130325
qwen25_1p5b,ft_100,TOperacao,9001,35.327269322027426,0.05835294739349495,16.101916702508923
qwen25_1p5b,ft_100,TOperacao,10240,40.52580493137221,-0.2391712025904993,20.681583394765852
qwen25_1p5b,ft_100,TOperacao,11111,34.56166250343535,0.09872512808944744,16.89175004720688
qwen25_1p5b,ft_100,TOperacao,12345,32.61844698424245,0.19722364478449883,14.645333404541015
qwen25_1p5b,ft_100,TOperacao,13579,35.46868926834487,0.05079877054912396,15.433583390951158
qwen25_1p5b,ft_100,TOperacao,14641,39.08725566766515,-0.1527586026890182,16.68525004196167
qwen25_1p5b,ft_100,TOperacao,15360,42.75803953446583,-0.37944243523964705,16.364750100851055
qwen25_1p5b,ft_100,TOperacao,16384,34.02184828019252,0.12665905864057636,14.873916708946226
qwen25_1p5b,ft_100,TAtracado,42,36.40472224137228,0.18008197272141557,20.889749787688253
qwen25_1p5b,ft_100,TAtracado,137,45.396424022099836,-0.27496504825547663,27.529416540741924
qwen25_1p5b,ft_100,TAtracado,256,41.28542705120453,-0.05450478315135299,21.233916525006293
qwen25_1p5b,ft_100,TAtracado,512,42.8752271245231,-0.1372811968827119,23.300249858975413
qwen25_1p5b,ft_100,TAtracado,1024,76.69648881708052,-2.63920027070392,35.977333259224885
qwen25_1p5b,ft_100,TAtracado,2048,40.87979637498394,-0.033885487607579146,20.517749796271325
qwen25_1p5b,ft_100,TAtracado,3141,59.02492381470132,-1.1553899915953654,27.155083163380624
qwen25_1p5b,ft_100,TAtracado,4096,48.24772978041596,-0.4401534123500377,23.781583173155788
qwen25_1p5b,ft_100,TAtracado,5000,46.40861165129761,-0.3324537525375877,26.41824980461597
qwen25_1p5b,ft_100,TAtracado,6273,44.93997836866857,-0.24945525973306415,24.07008315217495
qwen25_1p5b,ft_100,TAtracado,7777,54.45317034697491,-0.8344307923627847,32.40408324348927
qwen25_1p5b,ft_100,TAtracado,8192,48.45277922452437,-0.4524205248420714,27.11498820343494
qwen25_1p5b,ft_100,TAtracado,9001,44.34064040894166,-0.21635099333739327,22.61108315265179
qwen25_1p5b,ft_100,TAtracado,10240,39.661136917726154,0.02683762325231953,22.59291658270359
qwen25_1p5b,ft_100,TAtracado,11111,40.802247775755006,-0.02996666552385907,22.727916626095777
qwen25_1p5b,ft_100,TAtracado,12345,39.33300825600579,0.042873549956827905,18.625249861359592
qwen25_1p5b,ft_100,TAtracado,13579,43.24993431347389,-0.15724655322232395,24.827416663289068
qwen25_1p5b,ft_100,TAtracado,14641,39.31782534804447,0.04361232681148408,20.864249818682673
qwen25_1p5b,ft_100,TAtracado,15360,53.62061357575943,-0.7787648960595392,35.64808325254918
qwen25_1p5b,ft_100,TAtracado,16384,100.33300821382592,-5.227914743432179,24.865249915719033
qwen25_1p5b,ft_500,TOperacao,42,35.578734039000786,0.044899670601374675,15.869083384513855
qwen25_1p5b,ft_500,TOperacao,137,37.44143373137627,-0.05772545039891641,16.157083386421206
qwen25_1p5b,ft_500,TOperacao,256,34.97421470540256,0.0770802143138396,13.952416730165483
qwen25_1p5b,ft_500,TOperacao,512,35.162223695657346,0.06713096444461031,15.423083367824553
qwen25_1p5b,ft_500,TOperacao,1024,32.84847046710168,0.18586145392347098,15.034750099658968
qwen25_1p5b,ft_500,TOperacao,2048,34.96680399883672,0.07747128889044597,18.024583414316176
qwen25_1p5b,ft_500,TOperacao,3141,37.16233487410001,-0.0420150650514699,16.941083406448364
qwen25_1p5b,ft_500,TOperacao,4096,32.24488928790607,0.21550569866040759,16.105083447694778
qwen25_1p5b,ft_500,TOperacao,5000,32.86872334060162,0.1848572228085963,14.916750031948089
qwen25_1p5b,ft_500,TOperacao,6273,37.850551283782494,-0.08096698885683029,17.930416731595994
qwen25_1p5b,ft_500,TOperacao,7777,35.621655759228936,0.0425938394423615,15.609250033140182
qwen25_1p5b,ft_500,TOperacao,8192,38.17303162082599,-0.09946476781597191,16.88191671848297
qwen25_1p5b,ft_500,TOperacao,9001,40.39717912485934,-0.2313176164256967,18.8090833735466
qwen25_1p5b,ft_500,TOperacao,10240,40.017656473625244,-0.20829037615443546,20.532583371400833
qwen25_1p5b,ft_500,TOperacao,11111,33.681795014328586,0.1440301459368898,15.637083423376085
qwen25_1p5b,ft_500,TOperacao,12345,35.647159234202356,0.04122243071204679,15.869416728496553
qwen25_1p5b,ft_500,TOperacao,13579,37.81683177481828,-0.07904186813484304,20.06575007367134
qwen25_1p5b,ft_500,TOperacao,14641,41.472913461575395,-0.2977681275287938,18.676583384275435
qwen25_1p5b,ft_500,TOperacao,15360,38.691525265574384,-0.129535055173305,17.427250036716465
qwen25_1p5b,ft_500,TOperacao,16384,35.46980423229883,0.05073909302440949,16.0642500333786
qwen25_1p5b,ft_500,TAtracado,42,41.64087617773333,-0.07274058012007467,20.637749839425087
qwen25_1p5b,ft_500,TAtracado,137,39.50760026039526,0.03435767432907921,19.8467498704195
qwen25_1p5b,ft_500,TAtracado,256,40.364644714489,-0.007992405356004983,23.0884165340662
qwen25_1p5b,ft_500,TAtracado,512,40.56272989116929,-0.01790991017578536,20.423583161234856
qwen25_1p5b,ft_500,TAtracado,1024,45.23962220929435,-0.2661726566468381,23.784083169341088
qwen25_1p5b,ft_500,TAtracado,2048,38.63241520439967,0.07666624734881633,22.22891647136212
qwen25_1p5b,ft_500,TAtracado,3141,48.217328579153296,-0.43833908449855796,29.06658319938183
qwen25_1p5b,ft_500,TAtracado,4096,39.73256524943518,0.023329203462138848,20.112916483759882
qwen25_1p5b,ft_500,TAtracado,5000,40.32516091842103,-0.006021378412711886,19.825083174586297
qwen25_1p5b,ft_500,TAtracado,6273,40.58767818399296,-0.019162435549008316,23.0949165378809
qwen25_1p5b,ft_500,TAtracado,7777,40.069851571325565,0.0066770745185606994,22.502916527152067
qwen25_1p5b,ft_500,TAtracado,8192,41.83150018960702,-0.08258466556300559,22.100749820113187
qwen25_1p5b,ft_500,TAtracado,9001,39.557903621539175,0.03189708555082371,19.06474986588955
qwen25_1p5b,ft_500,TAtracado,10240,47.742723678323856,-0.41016319172915194,30.111416571736335
qwen25_1p5b,ft_500,TAtracado,11111,39.28673541574975,0.04512422488284429,20.628249851346016
qwen25_1p5b,ft_500,TAtracado,12345,37.28362070637994,0.14001445035592563,20.01908321249485
qwen25_1p5b,ft_500,TAtracado,13579,42.38036603386929,-0.11117995449051143,25.017916554331784
qwen25_1p5b,ft_500,TAtracado,14641,39.81219419429406,0.019410543989658913,22.66874984228611
qwen25_1p5b,ft_500,TAtracado,15360,36.307914760405616,0.18443682879267842,20.124249841332436
qwen25_1p5b,ft_500,TAtracado,16384,41.99200872165674,-0.09090841409186168,22.22108319795132
qwen25_1p5b,ft_1500,TOperacao,42,33.07135314098964,0.1747758244467409,16.66058341407776
qwen25_1p5b,ft_1500,TOperacao,137,37.36131888354458,-0.05320378309593532,17.336083396673203
qwen25_1p5b,ft_1500,TOperacao,256,38.30849310693087,-0.10728177275041384,16.673083389997483
qwen25_1p5b,ft_1500,TOperacao,512,36.93821393042653,-0.02948446467451693,16.24025004482269
qwen25_1p5b,ft_1500,TOperacao,1024,36.313697744645886,0.005032347123486991,16.250583384513856
qwen25_1p5b,ft_1500,TOperacao,2048,34.76795343310259,0.08793399769638421,17.671250113010405
qwen25_1p5b,ft_1500,TOperacao,3141,34.605591736018845,0.09643256041219506,15.380750048875807
qwen25_1p5b,ft_1500,TOperacao,4096,37.81894420844876,-0.07916242122653716,20.724901719675064
qwen25_1p5b,ft_1500,TOperacao,5000,36.968815836098905,-0.03119094872644168,16.81875005364418
qwen25_1p5b,ft_1500,TOperacao,6273,38.60523488752983,-0.12450246372054852,16.983583381414416
qwen25_1p5b,ft_1500,TOperacao,7777,32.627486365328025,0.196778644634924,16.468416748762127
qwen25_1p5b,ft_1500,TOperacao,8192,34.004776609436455,0.12753529841615707,17.362916745424272
qwen25_1p5b,ft_1500,TOperacao,9001,35.91262866252188,0.026888953109920566,17.176916735649108
qwen25_1p5b,ft_1500,TOperacao,10240,31.64094865946688,0.24461735092188086,15.122583407640459
qwen25_1p5b,ft_1500,TOperacao,11111,38.594935256719566,-0.12390252356949483,16.932416718244554
qwen25_1p5b,ft_1500,TOperacao,12345,35.824304973810584,0.031669614899056175,15.777750056028367
qwen25_1p5b,ft_1500,TOperacao,13579,32.26764191189137,0.21439819904356217,15.773416731357573
qwen25_1p5b,ft_1500,TOperacao,14641,37.716905507614534,-0.07334693471952902,16.09458338403702
qwen25_1p5b,ft_1500,TOperacao,15360,42.6919580207895,-0.3751819403375207,24.721083374261852
qwen25_1p5b,ft_1500,TOperacao,16384,36.95007222538331,-0.030145562691752614,17.321916783809662
qwen25_1p5b,ft_1500,TAtracado,42,40.898061370962104,-0.03480956916335831,24.194583218693733
qwen25_1p5b,ft_1500,TAtracado,137,38.78945868477421,0.06914415637454274,21.37558315694332
qwen25_1p5b,ft_1500,TAtracado,256,39.56831268509939,0.031387535263394106,20.928749836087228
qwen25_1p5b,ft_1500,TAtracado,512,43.319565171284935,-0.1609758044688332,22.523083210110663
qwen25_1p5b,ft_1500,TAtracado,1024,37.57141326295603,0.1266867395504898,20.9432498871088
qwen25_1p5b,ft_1500,TAtracado,2048,37.94119005908269,0.10941189731783774,21.470583142638205
qwen25_1p5b,ft_1500,TAtracado,3141,43.473428692198,-0.16923761682852967,21.624749829173087
qwen25_1p5b,ft_1500,TAtracado,4096,39.494488403601245,0.03499852635584633,20.181249869227408
qwen25_1p5b,ft_1500,TAtracado,5000,37.72688881735756,0.1194440096606667,20.646249847769738
qwen25_1p5b,ft_1500,TAtracado,6273,44.31239817205325,-0.2148020065668088,22.47874981439114
qwen25_1p5b,ft_1500,TAtracado,7777,40.05735088699228,0.007296756345756661,23.624749896407128
qwen25_1p5b,ft_1500,TAtracado,8192,39.64689319565459,0.027536492040850957,19.961416479468348
qwen25_1p5b,ft_1500,TAtracado,9001,40.81369617770662,-0.030544728119314746,20.91758321273327
qwen25_1p5b,ft_1500,TAtracado,10240,38.62886751048047,0.07683582282655788,21.083083174824715
qwen25_1p5b,ft_1500,TAtracado,11111,37.55995859172011,0.1272191651631155,20.543249840855598
qwen25_1p5b,ft_1500,TAtracado,12345,41.37684751046223,-0.05918004286796763,24.11258322775364
qwen25_1p5b,ft_1500,TAtracado,13579,41.39073855737789,-0.05989133869156693,24.891083173632623
qwen25_1p5b,ft_1500,TAtracado,14641,40.31021781578865,-0.005275923466115717,20.12408319747448
qwen25_1p5b,ft_1500,TAtracado,15360,44.42844051348966,-0.221172821708431,27.044249865889547
qwen25_1p5b,ft_1500,TAtracado,16384,34.923154749218966,0.24546058976817264,17.79491650664806
qwen25_1p5b,ft_3000,TOperacao,42,38.4841564368983,-0.11745992109236147,17.62708339858055
qwen25_1p5b,ft_3000,TOperacao,137,37.699518068221714,-0.07235754002915429,16.837083411693573
qwen25_1p5b,ft_3000,TOperacao,256,35.87608477902055,0.02886837733407066,15.935250042676925
qwen25_1p5b,ft_3000,TOperacao,512,33.7985465476493,0.13808574795568795,17.093416758298872
qwen25_1p5b,ft_3000,TOperacao,1024,38.44697335515856,-0.11530160273473644,16.811083387374875
qwen25_1p5b,ft_3000,TOperacao,2048,35.915407006434535,0.026738379797065503,14.43058340859413
