model,target,size,seed,rmse,r2,mae,train_s,infer_s
knn,TOperacao,1500,1024,30.85296185687598,0.2817729833610947,13.514687561392783,0.0,0.00428
svm,TOperacao,1500,1024,32.84015754996835,0.1862734676218295,12.554066910234372,0.032,0.00016
knn,TOperacao,1500,2048,30.190286086441,0.312294544098446,12.587008426189422,0.0,0.00542
svm,TOperacao,1500,2048,32.93526090393286,0.1815536255644599,12.708460255750108,0.032,0.00017
knn,TOperacao,1500,3141,30.780757450162653,0.2851307467762699,13.11544156074524,0.0,0.00465
svm,TOperacao,1500,3141,33.149661452440796,0.1708631681197902,13.008703082047878,0.032,0.00015
knn,TOperacao,1500,4096,30.883126962237995,0.2803678680326693,13.59742506325245,0.0,0.00447
svm,TOperacao,1500,4096,32.111300377008355,0.221992472327641,12.54369404274142,0.032,0.00016
knn,TOperacao,1500,5000,32.87743984566974,0.1844248276593413,13.360608351826668,0.0,0.00439
svm,TOperacao,1500,5000,33.45690343881185,0.1554225168859553,13.00856409659698,0.032,0.00018
knn,TOperacao,1500,6273,32.44045040364327,0.2059611283303055,13.188795871138574,0.0,0.00432
svm,TOperacao,1500,6273,33.685762924515764,0.1438284576622079,12.670619509136534,0.031,0.00014
knn,TOperacao,1500,7777,32.377632424401,0.2090333189305161,14.385320949554444,0.0,0.00433
svm,TOperacao,1500,7777,33.36174268537365,0.1602201115914622,13.146895453365818,0.032,0.00017
knn,TOperacao,1500,8192,30.93228673529886,0.2780750232141334,12.949724951386452,0.0,0.00383
svm,TOperacao,1500,8192,33.2579409659441,0.1654377637921907,12.97783085013392,0.032,0.00016
knn,TOperacao,1500,9001,30.162734530823215,0.3135491668215149,12.900154023766518,0.0,0.00434
svm,TOperacao,1500,9001,33.61595045475172,0.1473735466074286,12.920438939147392,0.032,0.00016
knn,TOperacao,1500,10240,30.62368991172577,0.2924077786558468,13.391208264827728,0.0,0.00472
svm,TOperacao,1500,10240,32.61875205504503,0.1972086284489662,12.88563853766581,0.032,0.00016
knn,TOperacao,1500,11111,30.42606436033823,0.3015109984295813,13.23703773200512,0.0,0.00412
svm,TOperacao,1500,11111,33.16138738311302,0.1702764881888174,12.997231686280966,0.032,0.00015
knn,TOperacao,1500,12345,31.30690088868055,0.2604829870223693,13.346008296012878,0.0,0.0038
svm,TOperacao,1500,12345,33.41512450659081,0.1575305131787239,13.35036528480514,0.032,0.00015
knn,TOperacao,1500,13579,31.51370201672155,0.2506807992789053,12.913637436032296,0.0,0.00422
svm,TOperacao,1500,13579,33.07584828900605,0.1745514757844414,12.435158503688417,0.032,0.00017
knn,TOperacao,1500,14641,31.91723021767113,0.2313680991008961,13.737858317494393,0.0,0.00421
svm,TOperacao,1500,14641,32.39754319428152,0.2080602028145953,12.993028422740272,0.032,0.00016
knn,TOperacao,1500,15360,30.07638377737211,0.317473923624474,13.081858449578284,0.0,0.00405
svm,TOperacao,1500,15360,33.4248180165501,0.1570416524604859,12.95463205695755,0.032,0.00016
knn,TOperacao,1500,16384,29.93786345834078,0.3237463541412063,13.53307913839817,0.0,0.00444
svm,TOperacao,1500,16384,32.703090046146166,0.1930519188106203,12.589374130275722,0.032,0.00017
knn,TOperacao,3000,42,31.605891889137354,0.2462902847067517,13.174858351349831,0.001,0.0083
svm,TOperacao,3000,42,29.32698124656137,0.3510627025144701,11.226228214720376,0.064,0.00017
knn,TOperacao,3000,137,29.885825096115383,0.3260952557185766,12.811558057069778,0.001,0.00716
svm,TOperacao,3000,137,31.04856916169656,0.2726370174023176,11.562322307652195,0.064,0.00015
knn,TOperacao,3000,256,30.310582205336186,0.3068031674015095,13.280925164222715,0.001,0.0064
svm,TOperacao,3000,256,30.662359360497938,0.2906196547055012,11.55477191854764,0.064,0.00017
knn,TOperacao,3000,512,28.561167464746823,0.3845115263731071,12.46175833761692,0.001,0.00694
svm,TOperacao,3000,512,31.082277920066467,0.2710567956211839,11.635743447267364,0.065,0.00017
knn,TOperacao,3000,1024,30.28621536902268,0.3079172485663798,13.067987505197523,0.001,0.00659
svm,TOperacao,3000,1024,30.080988615385657,0.3172649116206918,11.203141935141344,0.065,0.00017
knn,TOperacao,3000,2048,29.565704576611925,0.340454929018598,12.628679147958756,0.001,0.00747
svm,TOperacao,3000,2048,30.233174553393,0.3103392408103067,11.639175834690125,0.064,0.00017
knn,TOperacao,3000,3141,28.596103432718795,0.3830048767131297,12.51581683576107,0.001,0.00713
svm,TOperacao,3000,3141,30.887325341920956,0.2801721952117795,12.22661702664791,0.064,0.00016
knn,TOperacao,3000,4096,30.751367968079048,0.2864952100866943,12.61401672244072,0.001,0.0069
svm,TOperacao,3000,4096,31.16609984028014,0.2671199022136377,11.617825685619682,0.064,0.00018
knn,TOperacao,3000,5000,31.193630478440085,0.2658245480669343,13.28907095849514,0.001,0.00785
svm,TOperacao,3000,5000,31.267815926305428,0.2623283279073314,11.413518369506782,0.064,0.00017
knn,TOperacao,3000,6273,30.08448518849987,0.3171061820038534,12.80342915713787,0.001,0.0071
svm,TOperacao,3000,6273,31.505459192605485,0.2510727366401034,11.732024081307465,0.064,0.00016
knn,TOperacao,3000,7777,29.4346843600837,0.3462875156795241,12.202554318904877,0.001,0.00722
svm,TOperacao,3000,7777,30.197808365198753,0.3119518009657867,11.60535056192519,0.065,0.00016
knn,TOperacao,3000,8192,31.866156526721724,0.2338260479036623,12.993787707090378,0.001,0.00665
svm,TOperacao,3000,8192,30.33767696709075,0.3055633101425341,11.959654450343644,0.065,0.00017
knn,TOperacao,3000,9001,29.164052339240975,0.3582531422977423,12.76126677930355,0.001,0.00653
svm,TOperacao,3000,9001,30.291432142496557,0.3076788067642035,11.7371124587951,0.064,0.00016
knn,TOperacao,3000,10240,30.9122203647229,0.2790113726944118,13.016270822286604,0.001,0.00691
svm,TOperacao,3000,10240,30.736382222946208,0.2871904504178162,12.020547289292727,0.064,0.00017
knn,TOperacao,3000,11111,30.17752681463283,0.3128757089545045,13.179066576361656,0.001,0.008
svm,TOperacao,3000,11111,31.03203458845884,0.2734115094001423,11.68409086046328,0.064,0.00016
knn,TOperacao,3000,12345,30.7134548910732,0.2882534724513739,13.083412582278251,0.001,0.00651
svm,TOperacao,3000,12345,30.651230287186134,0.2911345083118424,12.099523361676852,0.064,0.00016
knn,TOperacao,3000,13579,30.593954867252428,0.2937812298215411,13.310924969911577,0.001,0.00657
svm,TOperacao,3000,13579,30.696012406863233,0.2890616591184545,11.595638255975391,0.064,0.00017
knn,TOperacao,3000,14641,30.639839622722977,0.2916612701135177,13.156154272556304,0.001,0.00784
svm,TOperacao,3000,14641,30.9124821000502,0.2789991633486565,11.437064611840146,0.064,0.00016
knn,TOperacao,3000,15360,30.26429174294233,0.308918857487253,12.703683408498764,0.001,0.00894
svm,TOperacao,3000,15360,32.144680906198055,0.2203741136138046,11.746681565649752,0.066,0.00018
knn,TOperacao,3000,16384,31.145821434260384,0.2680732974319092,13.139183405041695,0.001,0.00665
svm,TOperacao,3000,16384,31.43229420377127,0.2545471585894869,12.055856000708452,0.064,0.00016
knn,TOperacao,6000,42,28.266750664833964,0.3971353915305539,12.67362942636013,0.001,0.01061
svm,TOperacao,6000,42,29.32765671580039,0.3510328090708329,11.051130923379738,0.13,0.00017
knn,TOperacao,6000,137,28.821230005291497,0.3732518864276909,12.449737595319748,0.001,0.01112
svm,TOperacao,6000,137,29.09581499608545,0.3612527165243357,11.129491404135916,0.13,0.00017
knn,TOperacao,6000,256,28.00710321940396,0.4081598870574695,12.12837503671646,0.001,0.01082
svm,TOperacao,6000,256,28.37273016774673,0.3926063202595651,10.871906543672084,0.13,0.00016
knn,TOperacao,6000,512,27.75232199114597,0.41887887365934,11.71326673090458,0.001,0.01082
svm,TOperacao,6000,512,29.66742315441083,0.3359088921047378,11.461706927047318,0.129,0.00016
knn,TOperacao,6000,1024,30.44844458911435,0.3004830578626161,13.57124170780182,0.001,0.01125
svm,TOperacao,6000,1024,29.2560840944212,0.3541964853361111,10.916767565901209,0.13,0.00016
knn,TOperacao,6000,2048,29.264677873159645,0.3538170286995022,12.759266784787178,0.001,0.01069
svm,TOperacao,6000,2048,27.82337743929141,0.4158993260254819,11.02467629595808,0.13,0.00016
knn,TOperacao,6000,3141,28.26328920850421,0.3972830322529639,12.72127906680107,0.001,0.01114
svm,TOperacao,6000,3141,28.334533408410607,0.3942406256835028,11.077878493666647,0.13,0.00016
knn,TOperacao,6000,4096,30.969405716613437,0.2763413526111233,12.46445412695408,0.001,0.01032
svm,TOperacao,6000,4096,29.390980815506804,0.3482272914104539,11.306397800497118,0.13,0.00016
knn,TOperacao,6000,5000,29.29209088591602,0.352605867680108,12.408595723509787,0.001,0.01167
svm,TOperacao,6000,5000,28.29690663838967,0.3958483906350658,11.22519124456788,0.13,0.00017
knn,TOperacao,6000,6273,31.058007037391462,0.2721947551695882,13.15975840628147,0.001,0.01066
svm,TOperacao,6000,6273,28.820896790530423,0.3732663785583615,11.168122833462244,0.129,0.00015
knn,TOperacao,6000,7777,28.379913483918216,0.3922987253870077,12.117337604165078,0.001,0.01079
svm,TOperacao,6000,7777,29.21896824414074,0.3558340484462048,11.33685134644858,0.13,0.00016
knn,TOperacao,6000,8192,30.469790171859824,0.2995019351289997,12.20643761754036,0.001,0.01163
svm,TOperacao,6000,8192,28.597333754843607,0.3829517842292024,11.312604254447503,0.13,0.00018
knn,TOperacao,6000,9001,29.105009317746127,0.3608489625205805,11.726371000409126,0.001,0.01117
svm,TOperacao,6000,9001,27.941324263299247,0.4109366760205286,10.8524497067462,0.13,0.00018
knn,TOperacao,6000,10240,28.38488024201111,0.3920859996264663,12.463337549567225,0.001,0.01012
svm,TOperacao,6000,10240,28.364416586490865,0.3929622167051366,11.16166584174785,0.13,0.00017
knn,TOperacao,6000,11111,29.585799555287903,0.3395580758329319,13.287987806797029,0.001,0.01077
